RealPower
1688.0
1713.0
1695.0
1717.0
1698.0
1719.0
1697.0
1719.0
1699.0
1722.0
1700.0
1723.0
692.0
692.0
692.0
692.0
692.0
691.0
1714.0
1698.0
1721.0
1700.0
1722.0
1702.0
1721.0
1702.0
1724.0
1703.0
1726.0
1704.0
692.0
691.0
692.0
692.0
692.0
692.0
692.0
692.0
692.0
1688.0
1713.0
1695.0
1717.0
1698.0
1719.0
1695.0
1721.0
1700.0
1723.0
1702.0
1724.0
692.0
691.0
692.0
692.0
691.0
691.0
1714.0
1698.0
1721.0
1700.0
1723.0
1702.0
1721.0
1702.0
1724.0
1703.0
1726.0
1704.0
692.0
691.0
692.0
692.0
692.0
692.0
692.0
692.0
692.0
1688.0
1713.0
1695.0
1717.0
1698.0
1719.0
1695.0
1719.0
1699.0
1722.0
1700.0
1723.0
692.0
691.0
692.0
691.0
691.0
691.0
1714.0
1698.0
1721.0
1700.0
1723.0
1702.0
1721.0
1702.0
1723.0
1703.0
1726.0
1704.0
692.0
691.0
692.0
692.0
692.0
692.0
692.0
692.0
692.0
1688.0
1713.0
1695.0
1717.0
1698.0
1719.0
1697.0
1719.0
1699.0
1722.0
1700.0
1724.0
692.0
691.0
692.0
692.0
691.0
691.0
1714.0
1698.0
1721.0
1700.0
1723.0
1702.0
1721.0
1702.0
1724.0
1703.0
1726.0
1704.0
692.0
691.0
692.0
692.0
692.0
692.0
692.0
692.0
692.0
1688.0
1712.0
1694.0
1717.0
1697.0
1719.0
1695.0
1719.0
1699.0
1722.0
1700.0
1723.0
692.0
691.0
692.0
691.0
691.0
691.0
1714.0
1697.0
1721.0
1700.0
1722.0
1702.0
1721.0
1702.0
1724.0
1703.0
1724.0
1704.0
692.0
691.0
692.0
692.0
692.0
692.0
692.0
692.0
692.0
1687.0
1712.0
1695.0
1717.0
1697.0
1719.0
1695.0
1719.0
1699.0
1722.0
1700.0
1723.0
692.0
691.0
691.0
691.0
691.0
691.0
1714.0
1697.0
1719.0
1700.0
1722.0
1702.0
1721.0
1700.0
1723.0
1703.0
1724.0
1704.0
692.0
691.0
692.0
691.0
692.0
692.0
691.0
692.0
691.0
1692.0
1717.0
1698.0
1721.0
1700.0
1723.0
1698.0
1722.0
1702.0
1724.0
1703.0
1726.0
692.0
691.0
692.0
692.0
692.0
692.0
1716.0
1698.0
1722.0
1700.0
1723.0
1703.0
1722.0
1703.0
1724.0
1704.0
1726.0
1704.0
692.0
691.0
692.0
692.0
692.0
692.0
692.0
692.0
692.0
1687.0
1712.0
1694.0
1717.0
1697.0
1719.0
1695.0
1719.0
1699.0
1722.0
1700.0
1723.0
692.0
691.0
691.0
691.0
691.0
691.0
1714.0
1697.0
1719.0
1699.0
1722.0
1702.0
1721.0
1700.0
1723.0
1703.0
1724.0
1704.0
692.0
691.0
692.0
691.0
692.0
692.0
692.0
692.0
691.0
1688.0
1712.0
1694.0
1717.0
1697.0
1719.0
1695.0
1719.0
1699.0
1722.0
1700.0
1723.0
692.0
691.0
691.0
691.0
691.0
691.0
1714.0
1697.0
1719.0
1700.0
1722.0
1702.0
1721.0
1700.0
1724.0
1703.0
1726.0
1704.0
692.0
691.0
692.0
692.0
692.0
692.0
691.0
692.0
691.0
1690.0
1714.0
1697.0
1719.0
1699.0
1722.0
1697.0
1722.0
1700.0
1723.0
1703.0
1724.0
692.0
691.0
692.0
692.0
692.0
692.0
1716.0
1698.0
1721.0
1700.0
1723.0
1703.0
1721.0
1702.0
1724.0
1704.0
1726.0
1704.0
692.0
691.0
692.0
692.0
692.0
692.0
692.0
692.0
691.0
1688.0
1713.0
1695.0
1717.0
1698.0
1721.0
1697.0
1719.0
1700.0
1722.0
1702.0
1724.0
692.0
691.0
691.0
691.0
691.0
691.0
1714.0
1698.0
1721.0
1700.0
1723.0
1702.0
1721.0
1702.0
1724.0
1703.0
1726.0
1704.0
692.0
691.0
692.0
692.0
692.0
692.0
692.0
692.0
692.0
1692.0
1717.0
1698.0
1721.0
1700.0
1723.0
1698.0
1722.0
1702.0
1724.0
1703.0
1726.0
692.0
692.0
692.0
692.0
692.0
692.0
1716.0
1698.0
1722.0
1702.0
1723.0
1702.0
1722.0
1702.0
1724.0
1703.0
1726.0
1704.0
692.0
692.0
692.0
692.0
692.0
692.0
692.0
692.0
692.0
1688.0
1713.0
1694.0
1717.0
1698.0
1719.0
1695.0
1719.0
1699.0
1722.0
1700.0
1723.0
692.0
691.0
691.0
691.0
691.0
691.0
1714.0
1698.0
1719.0
1699.0
1722.0
1702.0
1721.0
1702.0
1724.0
1703.0
1726.0
1704.0
692.0
691.0
692.0
691.0
692.0
691.0
691.0
692.0
691.0
1688.0
1712.0
1694.0
1717.0
1697.0
1719.0
1695.0
1719.0
1699.0
1722.0
1700.0
1723.0
691.0
691.0
691.0
691.0
691.0
691.0
1714.0
1697.0
1719.0
1699.0
1722.0
1702.0
1721.0
1702.0
1723.0
1703.0
1724.0
1703.0
692.0
691.0
692.0
691.0
692.0
691.0
691.0
692.0
691.0
1689.0
1713.0
1695.0
1718.0
1698.0
1721.0
1697.0
1721.0
1699.0
1723.0
1702.0
1724.0
692.0
691.0
692.0
691.0
691.0
691.0
1714.0
1697.0
1721.0
1700.0
1723.0
1702.0
1721.0
1702.0
1724.0
1703.0
1726.0
1704.0
692.0
691.0
692.0
692.0
692.0
691.0
691.0
692.0
691.0
1688.0
1712.0
1694.0
1717.0
1697.0
1719.0
1695.0
1719.0
1699.0
1722.0
1700.0
1723.0
691.0
691.0
691.0
691.0
691.0
691.0
1714.0
1697.0
1719.0
1700.0
1722.0
1702.0
1721.0
1702.0
1723.0
1703.0
1724.0
1704.0
692.0
691.0
692.0
691.0
692.0
691.0
691.0
692.0
691.0
1692.0
1716.0
1697.0
1721.0
1699.0
1723.0
1698.0
1722.0
1702.0
1724.0
1703.0
1726.0
692.0
691.0
692.0
692.0
692.0
692.0
1716.0
1698.0
1721.0
1702.0
1723.0
1703.0
1722.0
1702.0
1724.0
1704.0
1726.0
1705.0
692.0
691.0
692.0
692.0
692.0
692.0
692.0
692.0
692.0
1687.0
1712.0
1694.0
1716.0
1697.0
1719.0
1695.0
1719.0
1699.0
1722.0
1700.0
1723.0
691.0
691.0
691.0
691.0
691.0
691.0
1714.0
1697.0
1719.0
1699.0
1722.0
1702.0
1721.0
1702.0
1723.0
1703.0
1724.0
1703.0
692.0
691.0
692.0
691.0
692.0
691.0
691.0
692.0
691.0
1687.0
1712.0
1694.0
1716.0
1697.0
1719.0
1695.0
1719.0
1699.0
1722.0
1700.0
1723.0
691.0
691.0
691.0
691.0
691.0
691.0
1714.0
1697.0
1719.0
1699.0
1722.0
1702.0
1721.0
1700.0
1723.0
1703.0
1724.0
1704.0
692.0
691.0
692.0
691.0
692.0
691.0
691.0
692.0
691.0
1687.0
1712.0
1694.0
1717.0
1697.0
1719.0
1695.0
1719.0
1698.0
1722.0
1700.0
1723.0
691.0
691.0
691.0
691.0
691.0
691.0
1714.0
1697.0
1719.0
1699.0
1722.0
1702.0
1721.0
1700.0
1723.0
1703.0
1724.0
1704.0
692.0
691.0
692.0
691.0
691.0
691.0
691.0
692.0
691.0
1687.0
1712.0
1694.0
1716.0
1697.0
1719.0
1695.0
1719.0
1699.0
1722.0
1700.0
1723.0
691.0
691.0
691.0
691.0
691.0
691.0
1714.0
1697.0
1719.0
1700.0
1722.0
1700.0
1719.0
1700.0
1723.0
1703.0
1724.0
1704.0
692.0
691.0
692.0
691.0
691.0
691.0
691.0
692.0
691.0
1687.0
1712.0
1694.0
1716.0
1697.0
1719.0
1695.0
1719.0
1699.0
1722.0
1700.0
1723.0
691.0
691.0
691.0
691.0
691.0
691.0
1714.0
1697.0
1719.0
1699.0
1722.0
1702.0
1719.0
1700.0
1723.0
1703.0
1724.0
1704.0
692.0
691.0
692.0
691.0
691.0
691.0
691.0
691.0
691.0
1687.0
1712.0
1694.0
1717.0
1697.0
1719.0
1695.0
1719.0
1699.0
1722.0
1700.0
1723.0
691.0
691.0
691.0
691.0
691.0
691.0
1714.0
1697.0
1719.0
1700.0
1722.0
1702.0
1719.0
1700.0
1723.0
1703.0
1724.0
1704.0
692.0
691.0
692.0
691.0
692.0
691.0
691.0
692.0
691.0
1687.0
1712.0
1694.0
1716.0
1697.0
1719.0
1695.0
1719.0
1698.0
1722.0
1700.0
1723.0
691.0
691.0
691.0
691.0
691.0
691.0
1714.0
1697.0
1719.0
1699.0
1722.0
1702.0
1721.0
1702.0
1723.0
1703.0
1724.0
1703.0
692.0
691.0
692.0
691.0
692.0
691.0
691.0
692.0
691.0
1687.0
1712.0
1694.0
1716.0
1697.0
1719.0
1694.0
1719.0
1699.0
1722.0
1700.0
1723.0
691.0
691.0
691.0
691.0
691.0
691.0
1714.0
1697.0
1719.0
1699.0
1722.0
1702.0
1719.0
1700.0
1723.0
1703.0
1724.0
1704.0
692.0
691.0
692.0
691.0
692.0
691.0
691.0
691.0
691.0
1687.0
1712.0
1694.0
1716.0
1697.0
1719.0
1695.0
1719.0
1699.0
1722.0
1700.0
1723.0
691.0
691.0
691.0
691.0
691.0
691.0
1714.0
1697.0
1719.0
1700.0
1722.0
1702.0
1719.0
1700.0
1723.0
1703.0
1724.0
1703.0
692.0
691.0
692.0
691.0
692.0
691.0
691.0
692.0
691.0
1688.0
1712.0
1694.0
1717.0
1698.0
1719.0
1695.0
1719.0
1699.0
1722.0
1702.0
1723.0
692.0
691.0
691.0
691.0
691.0
691.0
1714.0
1698.0
1721.0
1699.0
1722.0
1702.0
1721.0
1700.0
1723.0
1703.0
1724.0
1704.0
692.0
691.0
692.0
692.0
692.0
692.0
692.0
692.0
691.0
1688.0
1713.0
1695.0
1717.0
1698.0
1719.0
1695.0
1721.0
1700.0
1723.0
1702.0
1724.0
692.0
691.0
692.0
691.0
691.0
691.0
1714.0
1698.0
1721.0
