series,time_idx,value
0,415,1702.0
0,416,1724.0
0,417,1703.0
0,418,1726.0
0,419,1704.0
0,420,1622.5
0,421,1621.5
0,422,1622.5
0,423,1622.5
0,424,1622.5
0,425,1622.5
0,426,1622.5
0,427,1622.5
0,428,1622.5
0,429,1692.0
0,430,1717.0
0,431,1698.0
0,432,1721.0
0,433,1700.0
0,434,1723.0
0,435,1698.0
0,436,1722.0
0,437,1702.0
0,438,1724.0
0,439,1703.0
0,440,1726.0
0,441,1622.5
0,442,1622.5
0,443,1622.5
0,444,1622.5
0,445,1622.5
0,446,1622.5
0,447,1716.0
0,448,1698.0
0,449,1722.0
0,450,1702.0
0,451,1723.0
0,452,1702.0
0,453,1722.0
0,454,1702.0
0,455,1724.0
0,456,1703.0
0,457,1726.0
0,458,1704.0
0,459,1622.5
0,460,1622.5
0,461,1622.5
0,462,1622.5
0,463,1622.5
0,464,1622.5
0,465,1622.5
0,466,1622.5
0,467,1622.5
0,468,1688.0
0,469,1713.0
0,470,1694.0
0,471,1717.0
0,472,1698.0
0,473,1719.0
0,474,1695.0
0,475,1719.0
0,476,1699.0
0,477,1722.0
0,478,1700.0
0,479,1723.0
0,480,1622.5
0,481,1621.5
0,482,1621.5
0,483,1621.5
0,484,1621.5
0,485,1621.5
0,486,1714.0
0,487,1698.0
0,488,1719.0
0,489,1699.0
0,490,1722.0
0,491,1702.0
0,492,1721.0
0,493,1702.0
0,494,1724.0
0,495,1703.0
0,496,1726.0
0,497,1704.0
0,498,1622.5
0,499,1621.5
0,500,1622.5
0,501,1621.5
0,502,1622.5
0,503,1621.5
0,504,1621.5
0,505,1622.5
0,506,1621.5
0,507,1688.0
0,508,1712.0
0,509,1694.0
0,510,1717.0
0,511,1697.0
0,512,1719.0
0,513,1695.0
0,514,1719.0
0,515,1699.0
0,516,1722.0
0,517,1700.0
0,518,1723.0
0,519,1621.5
0,520,1621.5
0,521,1621.5
0,522,1621.5
0,523,1621.5
0,524,1621.5
0,525,1714.0
0,526,1697.0
0,527,1719.0
0,528,1699.0
0,529,1722.0
0,530,1702.0
0,531,1721.0
0,532,1702.0
0,533,1723.0
0,534,1703.0
0,535,1724.0
0,536,1703.0
0,537,1622.5
0,538,1621.5
0,539,1622.5
0,540,1621.5
0,541,1622.5
0,542,1621.5
0,543,1621.5
0,544,1622.5
0,545,1621.5
0,546,1689.0
0,547,1713.0
0,548,1695.0
0,549,1718.0
0,550,1698.0
0,551,1721.0
0,552,1697.0
0,553,1721.0
0,554,1699.0
0,555,1723.0
0,556,1702.0
0,557,1724.0
0,558,1622.5
0,559,1621.5
0,560,1622.5
0,561,1621.5
0,562,1621.5
0,563,1621.5
0,564,1714.0
0,565,1697.0
0,566,1721.0
0,567,1700.0
0,568,1723.0
0,569,1702.0
0,570,1721.0
0,571,1702.0
0,572,1724.0
0,573,1703.0
0,574,1726.0
0,575,1704.0
0,576,1622.5
0,577,1621.5
0,578,1622.5
0,579,1622.5
0,580,1622.5
0,581,1621.5
0,582,1621.5
0,583,1622.5
0,584,1621.5
0,585,1688.0
0,586,1712.0
0,587,1694.0
0,588,1717.0
0,589,1697.0
0,590,1719.0
0,591,1695.0
0,592,1719.0
0,593,1699.0
0,594,1722.0
0,595,1700.0
0,596,1723.0
0,597,1621.5
0,598,1621.5
0,599,1621.5
0,600,1621.5
0,601,1621.5
0,602,1621.5
0,603,1714.0
0,604,1697.0
0,605,1719.0
0,606,1700.0
0,607,1722.0
0,608,1702.0
0,609,1721.0
0,610,1702.0
0,611,1723.0
0,612,1703.0
0,613,1724.0
0,614,1704.0
0,615,1622.5
0,616,1621.5
0,617,1622.5
0,618,1621.5
0,619,1622.5
0,620,1621.5
0,621,1621.5
0,622,1622.5
0,623,1621.5
0,624,1692.0
0,625,1716.0
0,626,1697.0
0,627,1721.0
0,628,1699.0
0,629,1723.0
0,630,1698.0
0,631,1722.0
0,632,1702.0
0,633,1724.0
0,634,1703.0
0,635,1726.0
0,636,1622.5
0,637,1621.5
0,638,1622.5
0,639,1622.5
0,640,1622.5
0,641,1622.5
0,642,1716.0
0,643,1698.0
0,644,1721.0
0,645,1702.0
0,646,1723.0
0,647,1703.0
0,648,1722.0
0,649,1702.0
0,650,1724.0
0,651,1704.0
0,652,1726.0
0,653,1705.0
0,654,1622.5
0,655,1621.5
0,656,1622.5
0,657,1622.5
0,658,1622.5
0,659,1622.5
0,660,1622.5
0,661,1622.5
0,662,1622.5
0,663,1687.0
0,664,1712.0
0,665,1694.0
0,666,1716.0
0,667,1697.0
0,668,1719.0
0,669,1695.0
0,670,1719.0
0,671,1699.0
0,672,1722.0
0,673,1700.0
0,674,1723.0
0,675,1621.5
0,676,1621.5
0,677,1621.5
0,678,1621.5
0,679,1621.5
0,680,1621.5
0,681,1714.0
0,682,1697.0
0,683,1719.0
0,684,1699.0
0,685,1722.0
0,686,1702.0
0,687,1721.0
0,688,1702.0
0,689,1723.0
0,690,1703.0
0,691,1724.0
0,692,1703.0
0,693,1622.5
0,694,1621.5
0,695,1622.5
0,696,1621.5
0,697,1622.5
0,698,1621.5
0,699,1621.5
0,700,1622.5
0,701,1621.5
0,702,1687.0
0,703,1712.0
0,704,1694.0
0,705,1716.0
0,706,1697.0
0,707,1719.0
0,708,1695.0
0,709,1719.0
0,710,1699.0
0,711,1722.0
0,712,1700.0
0,713,1723.0
0,714,1621.5
0,715,1621.5
0,716,1621.5
0,717,1621.5
0,718,1621.5
0,719,1621.5
0,720,1714.0
0,721,1697.0
0,722,1719.0
0,723,1699.0
0,724,1722.0
0,725,1702.0
0,726,1721.0
0,727,1700.0
0,728,1723.0
0,729,1703.0
0,730,1724.0
0,731,1704.0
0,732,1622.5
0,733,1621.5
0,734,1622.5
0,735,1621.5
0,736,1622.5
0,737,1621.5
0,738,1621.5
0,739,1622.5
0,740,1621.5
0,741,1687.0
0,742,1712.0
0,743,1694.0
0,744,1717.0
0,745,1697.0
0,746,1719.0
0,747,1695.0
0,748,1719.0
0,749,1698.0
0,750,1722.0
0,751,1700.0
0,752,1723.0
0,753,1621.5
0,754,1621.5
0,755,1621.5
0,756,1621.5
0,757,1621.5
0,758,1621.5
0,759,1714.0
0,760,1697.0
0,761,1719.0
0,762,1699.0
0,763,1722.0
0,764,1702.0
0,765,1721.0
0,766,1700.0
0,767,1723.0
0,768,1703.0
0,769,1724.0
0,770,1704.0
0,771,1622.5
0,772,1621.5
0,773,1622.5
0,774,1621.5
0,775,1621.5
0,776,1621.5
0,777,1621.5
0,778,1622.5
0,779,1621.5
0,780,1687.0
0,781,1712.0
0,782,1694.0
0,783,1716.0
0,784,1697.0
0,785,1719.0
0,786,1695.0
0,787,1719.0
0,788,1699.0
0,789,1722.0
0,790,1700.0
0,791,1723.0
0,792,1621.5
0,793,1621.5
0,794,1621.5
0,795,1621.5
0,796,1621.5
0,797,1621.5
0,798,1714.0
0,799,1697.0
0,800,1719.0
0,801,1700.0
0,802,1722.0
0,803,1700.0
0,804,1719.0
0,805,1700.0
0,806,1723.0
0,807,1703.0
0,808,1724.0
0,809,1704.0
0,810,1622.5
0,811,1621.5
0,812,1622.5
0,813,1621.5
0,814,1621.5
0,815,1621.5
0,816,1621.5
0,817,1622.5
0,818,1621.5
0,819,1687.0
0,820,1712.0
0,821,1694.0
0,822,1716.0
0,823,1697.0
0,824,1719.0
0,825,1695.0
0,826,1719.0
0,827,1699.0
0,828,1722.0
0,829,1700.0
0,830,1723.0
0,831,1621.5
0,832,1621.5
0,833,1621.5
0,834,1621.5
0,835,1621.5
0,836,1621.5
0,837,1714.0
0,838,1697.0
0,839,1719.0
0,840,1699.0
0,841,1722.0
0,842,1702.0
0,843,1719.0
0,844,1700.0
0,845,1723.0
0,846,1703.0
0,847,1724.0
0,848,1704.0
0,849,1622.5
0,850,1621.5
0,851,1622.5
0,852,1621.5
0,853,1621.5
0,854,1621.5
0,855,1621.5
0,856,1621.5
0,857,1621.5
0,858,1687.0
0,859,1712.0
0,860,1694.0
0,861,1717.0
0,862,1697.0
0,863,1719.0
0,864,1695.0
0,865,1719.0
0,866,1699.0
0,867,1722.0
0,868,1700.0
0,869,1723.0
0,870,1621.5
0,871,1621.5
0,872,1621.5
0,873,1621.5
0,874,1621.5
0,875,1621.5
0,876,1714.0
0,877,1697.0
0,878,1719.0
0,879,1700.0
0,880,1722.0
0,881,1702.0
0,882,1719.0
0,883,1700.0
0,884,1723.0
0,885,1703.0
0,886,1724.0
0,887,1704.0
0,888,1622.5
0,889,1621.5
0,890,1622.5
0,891,1621.5
0,892,1622.5
0,893,1621.5
0,894,1621.5
0,895,1622.5
0,896,1621.5
0,897,1687.0
0,898,1712.0
0,899,1694.0
0,900,1716.0
0,901,1697.0
0,902,1719.0
0,903,1695.0
0,904,1719.0
0,905,1698.0
0,906,1722.0
0,907,1700.0
0,908,1723.0
0,909,1621.5
0,910,1621.5
0,911,1621.5
0,912,1621.5
0,913,1621.5
0,914,1621.5
0,915,1714.0
0,916,1697.0
0,917,1719.0
0,918,1699.0
0,919,1722.0
0,920,1702.0
0,921,1721.0
0,922,1702.0
0,923,1723.0
0,924,1703.0
0,925,1724.0
0,926,1703.0
0,927,1622.5
0,928,1621.5
0,929,1622.5
0,930,1621.5
0,931,1622.5
0,932,1621.5
0,933,1621.5
0,934,1622.5
0,935,1621.5
0,936,1687.0
0,937,1712.0
0,938,1694.0
0,939,1716.0
0,940,1697.0
0,941,1719.0
0,942,1694.0
0,943,1719.0
0,944,1699.0
0,945,1722.0
0,946,1700.0
0,947,1723.0
0,948,1621.5
0,949,1621.5
0,950,1621.5
0,951,1621.5
0,952,1621.5
0,953,1621.5
0,954,1714.0
0,955,1697.0
0,956,1719.0
0,957,1699.0
0,958,1722.0
0,959,1702.0
0,960,1719.0
0,961,1700.0
0,962,1723.0
0,963,1703.0
0,964,1724.0
0,965,1704.0
0,966,1622.5
0,967,1621.5
0,968,1622.5
0,969,1621.5
0,970,1622.5
0,971,1621.5
0,972,1621.5
0,973,1621.5
0,974,1621.5
0,975,1687.0
0,976,1712.0
0,977,1694.0
0,978,1716.0
0,979,1697.0
0,980,1719.0
0,981,1695.0
0,982,1719.0
0,983,1699.0
0,984,1722.0
0,985,1700.0
0,986,1723.0
0,987,1621.5
0,988,1621.5
0,989,1621.5
0,990,1621.5
0,991,1621.5
0,992,1621.5
0,993,1714.0
0,994,1697.0
0,995,1719.0
0,996,1700.0
0,997,1722.0
0,998,1702.0
0,999,1719.0
0,1000,1700.0
0,1001,1723.0
0,1002,1703.0
0,1003,1724.0
0,1004,1703.0
0,1005,1622.5
0,1006,1621.5
0,1007,1622.5
0,1008,1621.5
0,1009,1622.5
0,1010,1621.5
0,1011,1621.5
0,1012,1622.5
0,1013,1621.5
0,1014,1688.0
0,1015,1712.0
0,1016,1694.0
0,1017,1717.0
0,1018,1698.0
0,1019,1719.0
0,1020,1695.0
0,1021,1719.0
0,1022,1699.0
0,1023,1722.0
0,1024,1702.0
0,1025,1723.0
0,1026,1622.5
0,1027,1621.5
0,1028,1621.5
0,1029,1621.5
0,1030,1621.5
0,1031,1621.5
0,1032,1714.0
0,1033,1698.0
0,1034,1721.0
0,1035,1699.0
0,1036,1722.0
0,1037,1702.0
0,1038,1721.0
0,1039,1700.0
0,1040,1723.0
0,1041,1703.0
0,1042,1724.0
0,1043,1704.0
0,1044,1622.5
0,1045,1621.5
0,1046,1622.5
0,1047,1622.5
0,1048,1622.5
0,1049,1622.5
0,1050,1622.5
0,1051,1622.5
0,1052,1621.5
0,1053,1688.0
0,1054,1713.0
0,1055,1695.0
0,1056,1717.0
0,1057,1698.0
0,1058,1719.0
0,1059,1695.0
0,1060,1721.0
0,1061,1700.0
0,1062,1723.0
0,1063,1702.0
0,1064,1724.0
0,1065,1622.5
0,1066,1621.5
0,1067,1622.5
0,1068,1621.5
0,1069,1621.5
0,1070,1621.5
0,1071,1714.0
0,1072,1698.0
0,1073,1721.0
0,1074,1700.0
0,1075,1723.0
0,1076,1702.0
0,1077,1721.0
0,1078,1702.0
0,1079,1724.0
0,1080,1703.0
0,1081,1726.0
0,1082,1704.0
0,1083,1622.5
0,1084,1621.5
0,1085,1622.5
0,1086,1622.5
0,1087,1622.5
0,1088,1622.5
0,1089,1622.5
0,1090,1622.5
0,1091,1622.5
0,1092,1688.0
0,1093,1713.0
0,1094,1695.0
0,1095,1718.0
0,1096,1698.0
0,1097,1721.0
0,1098,1695.0
0,1099,1721.0
0,1100,1699.0
0,1101,1723.0
0,1102,1702.0
0,1103,1724.0
0,1104,1622.5
0,1105,1621.5
0,1106,1622.5
0,1107,1621.5
0,1108,1621.5
0,1109,1621.5
0,1110,1714.0
0,1111,1698.0
0,1112,1721.0
0,1113,1700.0
0,1114,1723.0
0,1115,1703.0
0,1116,1721.0
0,1117,1702.0
0,1118,1724.0
0,1119,1703.0
0,1120,1726.0
0,1121,1704.0
0,1122,1622.5
0,1123,1621.5
0,1124,1622.5
0,1125,1622.5
0,1126,1622.5
0,1127,1622.5
0,1128,1622.5
0,1129,1622.5
0,1130,1622.5
0,1131,1688.0
0,1132,1713.0
0,1133,1695.0
0,1134,1718.0
0,1135,1698.0
0,1136,1721.0
0,1137,1697.0
0,1138,1721.0
0,1139,1700.0
0,1140,1723.0
0,1141,1702.0
0,1142,1724.0
0,1143,1622.5
0,1144,1621.5
0,1145,1622.5
0,1146,1621.5
0,1147,1621.5
0,1148,1621.5
0,1149,1716.0
0,1150,1698.0
0,1151,1721.0
0,1152,1700.0
0,1153,1723.0
0,1154,1703.0
0,1155,1721.0
0,1156,1702.0
0,1157,1724.0
0,1158,1703.0
0,1159,1726.0
0,1160,1704.0
0,1161,1622.5
0,1162,1621.5
0,1163,1622.5
0,1164,1622.5
0,1165,1622.5
0,1166,1622.5
0,1167,1622.5
0,1168,1622.5
0,1169,1622.5
0,1170,1688.0
0,1171,1713.0
0,1172,1695.0
0,1173,1717.0
0,1174,1698.0
0,1175,1721.0
0,1176,1695.0
0,1177,1719.0
0,1178,1699.0
0,1179,1723.0
0,1180,1702.0
0,1181,1724.0
0,1182,1622.5
0,1183,1621.5
0,1184,1622.5
0,1185,1621.5
0,1186,1621.5
0,1187,1621.5
0,1188,1714.0
0,1189,1698.0
0,1190,1721.0
0,1191,1700.0
0,1192,1723.0
0,1193,1703.0
0,1194,1721.0
0,1195,1702.0
0,1196,1724.0
0,1197,1703.0
0,1198,1726.0
0,1199,1704.0
0,1200,1622.5
0,1201,1621.5
0,1202,1622.5
0,1203,1622.5
0,1204,1622.5
0,1205,1622.5
0,1206,1622.5
0,1207,1622.5
0,1208,1621.5
0,1209,1688.0
0,1210,1713.0
0,1211,1694.0
0,1212,1717.0
0,1213,1698.0
0,1214,1721.0
0,1215,1695.0
0,1216,1719.0
0,1217,1699.0
0,1218,1723.0
0,1219,1702.0
0,1220,1724.0
0,1221,1622.5
0,1222,1621.5
0,1223,1621.5
0,1224,1621.5
0,1225,1621.5
0,1226,1621.5
0,1227,1714.0
0,1228,1698.0
0,1229,1721.0
0,1230,1700.0
0,1231,1723.0
0,1232,1702.0
0,1233,1721.0
0,1234,1702.0
0,1235,1724.0
0,1236,1703.0
0,1237,1726.0
0,1238,1704.0
0,1239,1622.5
0,1240,1621.5
0,1241,1622.5
0,1242,1621.5
0,1243,1622.5
0,1244,1622.5
0,1245,1621.5
0,1246,1622.5
0,1247,1621.5
0,1248,1688.0
0,1249,1713.0
0,1250,1695.0
0,1251,1717.0
0,1252,1698.0
0,1253,1721.0
0,1254,1695.0
0,1255,1719.0
0,1256,1699.0
0,1257,1722.0
0,1258,1702.0
0,1259,1724.0
0,1260,1622.5
0,1261,1621.5
0,1262,1621.5
0,1263,1621.5
0,1264,1621.5
0,1265,1621.5
0,1266,1714.0
0,1267,1698.0
0,1268,1721.0
0,1269,1700.0
0,1270,1723.0
0,1271,1702.0
0,1272,1721.0
0,1273,1702.0
0,1274,1724.0
0,1275,1703.0
0,1276,1726.0
0,1277,1704.0
0,1278,1622.5
0,1279,1621.5
0,1280,1622.5
0,1281,1622.5
0,1282,1622.5
0,1283,1622.5
0,1284,1621.5
0,1285,1622.5
0,1286,1622.5
0,1287,1687.0
0,1288,1712.0
0,1289,1694.0
0,1290,1717.0
0,1291,1697.0
0,1292,1719.0
0,1293,1695.0
0,1294,1719.0
0,1295,1699.0
0,1296,1722.0
0,1297,1700.0
0,1298,1723.0
0,1299,1621.5
0,1300,1621.5
0,1301,1621.5
0,1302,1621.5
0,1303,1621.5
0,1304,1621.5
0,1305,1714.0
0,1306,1698.0
0,1307,1719.0
0,1308,1700.0
0,1309,1722.0
0,1310,1702.0
0,1311,1721.0
0,1312,1702.0
0,1313,1724.0
0,1314,1703.0
0,1315,1724.0
0,1316,1704.0
0,1317,1622.5
0,1318,1621.5
0,1319,1622.5
0,1320,1621.5
0,1321,1622.5
0,1322,1621.5
0,1323,1621.5
0,1324,1622.5
0,1325,1621.5
0,1326,1688.0
0,1327,1713.0
0,1328,1695.0
0,1329,1718.0
0,1330,1698.0
0,1331,1721.0
0,1332,1695.0
0,1333,1719.0
0,1334,1699.0
0,1335,1723.0
0,1336,1702.0
0,1337,1724.0
0,1338,1622.5
0,1339,1621.5
0,1340,1621.5
0,1341,1621.5
0,1342,1621.5
0,1343,1621.5
0,1344,1714.0
0,1345,1698.0
0,1346,1721.0
0,1347,1700.0
0,1348,1723.0
0,1349,1702.0
0,1350,1721.0
0,1351,1702.0
0,1352,1724.0
0,1353,1704.0
0,1354,1726.0
0,1355,1704.0
0,1356,1622.5
0,1357,1621.5
0,1358,1622.5
0,1359,1622.5
0,1360,1622.5
0,1361,1622.5
0,1362,1621.5
0,1363,1622.5
0,1364,1621.5
0,1365,1688.0
0,1366,1713.0
0,1367,1695.0
0,1368,1718.0
0,1369,1698.0
0,1370,1721.0
0,1371,1695.0
0,1372,1721.0
0,1373,1699.0
0,1374,1722.0
0,1375,1702.0
0,1376,1724.0
0,1377,1622.5
0,1378,1621.5
0,1379,1621.5
0,1380,1621.5
0,1381,1621.5
0,1382,1621.5
0,1383,1714.0
0,1384,1698.0
0,1385,1721.0
0,1386,1700.0
0,1387,1723.0
0,1388,1702.0
0,1389,1721.0
0,1390,1702.0
0,1391,1724.0
0,1392,1703.0
0,1393,1726.0
0,1394,1704.0
0,1395,1622.5
0,1396,1621.5
0,1397,1622.5
0,1398,1622.5
0,1399,1622.5
0,1400,1622.5
0,1401,1622.5
0,1402,1622.5
0,1403,1621.5
0,1404,1688.0
0,1405,1713.0
0,1406,1695.0
0,1407,1717.0
0,1408,1698.0
0,1409,1719.0
0,1410,1695.0
0,1411,1719.0
0,1412,1699.0
0,1413,1722.0
0,1414,1700.0
0,1415,1724.0
0,1416,1621.5
0,1417,1621.5
0,1418,1621.5
0,1419,1621.5
0,1420,1621.5
0,1421,1621.5
0,1422,1714.0
0,1423,1698.0
0,1424,1721.0
0,1425,1700.0
0,1426,1723.0
0,1427,1702.0
0,1428,1721.0
0,1429,1702.0
0,1430,1724.0
0,1431,1703.0
0,1432,1726.0
0,1433,1704.0
0,1434,1622.5
0,1435,1621.5
0,1436,1622.5
0,1437,1622.5
0,1438,1622.5
0,1439,1622.5
0,1440,1621.5
0,1441,1622.5
0,1442,1621.5
0,1443,1688.0
0,1444,1713.0
0,1445,1694.0
0,1446,1717.0
0,1447,1697.0
0,1448,1721.0
0,1449,1695.0
0,1450,1719.0
0,1451,1699.0
0,1452,1722.0
0,1453,1700.0
0,1454,1723.0
0,1455,1621.5
0,1456,1621.5
0,1457,1621.5
0,1458,1621.5
0,1459,1621.5
0,1460,1621.5
0,1461,1714.0
0,1462,1697.0
0,1463,1721.0
0,1464,1700.0
0,1465,1723.0
0,1466,1702.0
0,1467,1721.0
0,1468,1702.0
0,1469,1724.0
0,1470,1704.0
0,1471,1726.0
0,1472,1704.0
0,1473,1622.5
0,1474,1621.5
0,1475,1622.5
0,1476,1621.5
0,1477,1622.5
0,1478,1621.5
0,1479,1621.5
0,1480,1622.5
0,1481,1621.5
0,1482,1688.0
0,1483,1713.0
0,1484,1695.0
0,1485,1717.0
0,1486,1698.0
0,1487,1721.0
0,1488,1695.0
0,1489,1719.0
0,1490,1699.0
0,1491,1723.0
0,1492,1702.0
0,1493,1724.0
0,1494,1622.5
0,1495,1621.5
0,1496,1621.5
0,1497,1621.5
